,video_id,comments
475,eMSfBgbiEjk,"[""Understood or nott? am waiting in the comment section ;) \n.\nCheck me out at Instagram: https://www.instagram.com/striver_79/  \n.\nIf you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily"", ""I think there is a flaw in the logic. Correct me if I'm wrong. For the scenario (20,50,10,30), the minimum would be taken as 10 and max profit will be calculated as 20 based on that. But a manual inspection shows that we shouldn't have switched the minimum from 20 to 10. The maximum profit is for buy at 20 and sell at 50. Making the max profit as 30."", 'Answer is Seven', 'DP tag : https://www.youtube.com/watch?v=excAOvwF_Wk', 'Understood', 'small correction in required,\nbecause I can buy at 1 and sell for 5, then buy for 3 and sell for 6,\nthen my profit is 7 which is max profit.', 'Understood! Kudos for waiting me 🤣', 'Brute force approach in C++ {T(n) = O(n^2)} | if anybody is interested to know:\nNote:\nIf you run submit this colution on Leetcode, the time exceed error comes, so need to optimize and submit.\n\nint n = prices.size();\r\n        if(1 == n)  return 0;\r\n\r\n        int max_profit = 0;\r\n\r\n        for(int i = 0; i < n; i++)\r\n        {\r\n            for(int j = i+1; j < n; j++)\r\n            {\r\n                max_profit = max(max_profit, prices[j] - prices[i]);\r\n            }\r\n        }\r\n\r\n        return max_profit;', ""The bruteforce solution you taught here will not work. Check gfg's bruteforce solution for this."", 'Nice explanation ❤']"
476,kQ1mJlwW-c0,"[""Please watch the new video which covers it in more depth, and also prints it: https://youtu.be/AseUmwVNaoY\n\nUnderstood or nott? am waiting in the comment section ;) \n.\nCheck me out at Instagram: https://www.instagram.com/striver_79/  \n.\nIf you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily"", 'Yo\nCAME UP WITH MY OWN SOLUTION\nChecks from back of array and maintains a stack of Smaller elements, if larger count is incremented\nIts like the naive approach but optimised\nclass Solution\n{\n    // arr[]: Input Array\n    // N : Size of the Array arr[]\n    //Function to count inversions in the array.\n    static long inversionCount(long arr[], long N)\n    {\n        long count=0;\n        int flag=0;\n        ArrayList<Long>al=new ArrayList<Long>();\n        al.add(arr[(int)N-1]);\n        for(int i=(int)N-1;i>=0;i--){\n            if(arr[i]<al.get(al.size()-1)){\n                al.add(arr[i]);\n            }\n            else if(arr[i]==al.get(al.size()-1)){\n                if(i!=N-1){\n                al.add(arr[i]);\n                }\n                continue;\n            }\n            else{\n                \n                int j=al.size()-1;\n                while(al.get(j)<arr[i]){\n                    count++;\n                    j--;\n                    if(j==-1){break;}\n                }\n                al.add(j+1,arr[i]);\n            }\n        }\n        return count;\n    }\n}', ""180 questions form sde sheet with striver's solution>>> 1000 self practice questions , you get to learn so many tricks and concepts with in each question. the key is to not fast forward the question. give each question its deserving time. that's all then striver's sheet is enough to you ! thank you dude!"", 'Understood', 'Kitna accha samjhaate ho 🥲🥲💋', ""why can't we solve this with gap method??? please reply......."", 'This is awesome ❤', '🥲🫂🫂❤❤❤', 'void merge(long long int *ans,int start,int end,long long arr[])\n{\n    int mid=(start+end)/2;\n    int len1=mid-start+1;\n    int len2=end-mid;\n    long long int first[len1];\n    long long int second[len2];\n     int k=start;\n     for(int i=0;i<len1;i++)\n     {\n         first[i]=arr[k++];\n     }\n     k=mid+1;\n     for(int i=0;i<len2;i++)\n     {\n         second[i]=arr[k++];\n     }\n     \n     k=start; \n      int i=0;\n      int j=0;\n      while(i<len1 && j<len2)\n      {\n          if(first[i]<second[j])\n          {\n              arr[k++]=first[i++];\n          }\n          else\n          {\n              \n              *ans= *ans+(mid-i+1);\n              arr[k++]=second[j++];\n              \n          }\n      }\n      while(i<len1)\n      {\n           arr[k++]=first[i++];\n      }\n    while(j<len2)\n    {\n         arr[k++]=second[j++];\n    }\n}\nvoid mergesort( long long int *ans,int start,int end,long long arr[])\n{\n    if(start>=end)\n    {\n        return;\n        \n    }\n    int mid=(start+end)/2;\n    mergesort(ans,start,mid,arr);\n     mergesort(ans,mid+1,end,arr);\n     merge(ans,start,end,arr);\n    \n}\nlong long int inversionCount(long long arr[], long long N)\n{\n   long long int ans=0;\n   int start =0;\n   int end=N-1;\n   mergesort(&ans,start,end,arr);\n//   for(int i=0;i<N;i++)\n//   {cout<<arr[i];\n      \n//   }\n   return ans;\n   \n}', 'void merge(long long int *ans,int start,int end,long long arr[])\n{\n    int mid=(start+end)/2;\n    int len1=mid-start+1;\n    int len2=end-mid;\n    long long int first[len1];\n    long long int second[len2];\n     int k=start;\n     for(int i=0;i<len1;i++)\n     {\n         first[i]=arr[k++];\n     }\n     k=mid+1;\n     for(int i=0;i<len2;i++)\n     {\n         second[i]=arr[k++];\n     }\n     \n     k=start; \n      int i=0;\n      int j=0;\n      while(i<len1 && j<len2)\n      {\n          if(first[i]<second[j])\n          {\n              arr[k++]=first[i++];\n          }\n          else\n          {\n              \n              *ans= *ans+(mid-i+1);\n              arr[k++]=second[j++];\n              \n          }\n      }\n      while(i<len1)\n      {\n           arr[k++]=first[i++];\n      }\n    while(j<len2)\n    {\n         arr[k++]=second[j++];\n    }\n}\nvoid mergesort( long long int *ans,int start,int end,long long arr[])\n{\n    if(start>=end)\n    {\n        return;\n        \n    }\n    int mid=(start+end)/2;\n    mergesort(ans,start,mid,arr);\n     mergesort(ans,mid+1,end,arr);\n     merge(ans,start,end,arr);\n    \n}\nlong long int inversionCount(long long arr[], long long N)\n{\n   long long int ans=0;\n   int start =0;\n   int end=N-1;\n   mergesort(&ans,start,end,arr);\n//   for(int i=0;i<N;i++)\n//   {cout<<arr[i];\n      \n//   }\n   return ans;\n   \n}\n\n\n\nby using  pointer and reference ,can any one help it is not pass all test case?']"
477,LuLCLgMElus,"[""please explain why at 2:36 even the element at 0th position also satisfies the condition of a[i]<a[i+1],  so why didn't you consider that??"", 'jod❤\u200d🔥 thank you  striver for this much  good explanation', 'Sexy', 'thanks sir ji', 'I have applied similar type of logic and here is mye code \nclass Solution {\r\npublic:\r\n    bool isReverselySorted(vector<int>& nums) {\r\n        int n = nums.size();\r\n        for (int i = 1; i < n; i++) {\r\n            if (nums[i] > nums[i - 1]) {\r\n                return false;\r\n            }\r\n        }\r\n        return true;\r\n    }\r\n    \r\n    void nextPermutation(vector<int>& nums) {\r\n        int n = nums.size();\r\n        int j = n - 2;\r\n        \r\n        if (isReverselySorted(nums)) {\r\n            reverse(nums.begin(), nums.end());\r\n        } else {\r\n            while (j >= 0 && nums[j] >= nums[j + 1]) {\r\n                j--;\r\n            }\r\n            \r\n            if (j >= 0) {\r\n                int i = n - 1;\r\n                while (i > j && nums[i] <= nums[j]) {\r\n                    i--;\r\n                }\r\n                swap(nums[i], nums[j]);\r\n            }\r\n            \r\n            reverse(nums.begin() + j + 1, nums.end());\r\n        }\r\n    }\r\n};', 'anyone facing a problem in submitting this solution, althoughh everything about the solution, is \ncorrect.', 'Amazing Intuition and Algorithm <3!!!!!', 'Abhi bhi theek se smjh nhi aaya', 'love you so much striver bhaiya', 'Thank you strver bhai']"
478,6FLvhQjZqvM,"[""Please watch the new video which covers it in more depth, and also prints it: https://youtu.be/bR7mQgwQ_o8\n\nCheck me out at Instagram: https://www.instagram.com/striver_79/  \n.\n. \nIf you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily"", 'Thankyou sir🙏🙇\u200d♂❤', 'Thanks', 'Super explanation', 'Have a if condition that if the combination goes for n/2 values,you shift the factorial values.\n\t    public static void main(String[] args) {\r\n\t    \tint n = 24;\r\n\t        ArrayList<Long> ans = new ArrayList<>();\r\n\t        for(int i =0;i<n;i++){\r\n\t        \tif(i > n/2) ans.add(combTop(n,n-i)/combBottom(n-i));\r\n\t        \telse ans.add(combTop(n,i)/combBottom(i));\r\n\t        }\r\n\t    }\r\n\t    static long combBottom(int i){\r\n\t        if(i == 0) return 1;\r\n\t        long k = i * combBottom(i-1);\r\n\t        return k;\r\n\t    }\r\n\t    static long combTop(int n,int i){\r\n\t        if(i == 0) return 1;\r\n\t        long k = n * combTop(n-1,i-1);\r\n\t        return k;\r\n\t    }', 'combination not working for higher values like 24C16.It gives me negative vAalue', ""Hey striver, This is the second video of your dsa sheet which I have started.\n I am an application developer in a small company which doesn't pay much so I have decided to follow your DSA sheet with the hope that It will help me get the good job. Thanks for this wonderful DSA Sheet."", 'Can anyone help me out in coding the part through which we are printing the n th row', 'what is sde sheet???', 'this one is more simple than others , how did u do this man']"
479,VLeZpInU3SM,"[""Checkout educative with this link to get an exclusive 10% discount: https://educative.io/tuf  \n.\nAritri can be reached out at Aritri's Linkedin: https://www.linkedin.com/in/aritri-paul-a57470191/  \n.\nIn the comment section, batana kesa lga for sure .. \n\n#offcampus_machaengy"", 'Bhaiya u are doing great job for we students . God bless u bhaiya &ur family . And thanks to didi for interview . 🙏❤️', 'Woah!\nI am from Jalpaiguri too! 😳', 'I am studing in Chemical branch in JU(tier 1). Now i am feeling i made a wrong choice i should have taken CSE in Tier 2 college while i had the chance :""-(', 'Hlo... Can I start DSA and competitive programming parrelely ? Does it will help mi to do better in competitive programming', 'Can ECE student become SDE at Amazon?', 'Great 🔥🔥🔥🔥', 'https://www.interviewbit.com/contest/codeagon-2020?rcy=1&rce=7d7c675ffa50', 'Do they give links for only women category or wht?? justice for men plz😝', 'anybody interested i collaborating for gsoc project or a project for any competitive competitions , only people who are serious and willing to spend a good amount of \ntime on the project.please dm']"
480,M65xBewcqcI,"['Please watch the new video which covers it in more depth, and also prints it: https://youtu.be/N0MgLvceX7M\n\nPlease drop in a comment ""understood"" if you have understood the approach completely :)\n.\nIf you appreciate the channel\'s work, you can join the family: https://www.youtube.com/channel/UCJskGeByzRRSvmOyZOz61ig/join', 'UNDERSTOOD!', ""I don't get any adds when I watch some shit in yt but whenever I watch sticker video the adds pop in every 5 mins"", 'bhai it is showing runtime error', 'bc galat samjhaya hai usne aa gye sale sab gaand chaatne', 'Have a doubt, the question says mxn matrix of integers, so the elements in the matrix can be negative. This will not work then right ? I think in leetcode the test cases also include negative elements.', 'Initially I did not understand the approach but later with calm mind I was able to understand', 'What if we take records of all the Zero and then run for their row and col and set to zero.', 'thank you bhaiya', 'krishna']"
481,2JzRBPFYbKE,"['Please watch the new video which covers it in more depth, and also prints it: https://youtu.be/IexN60k62jo\n\n\nHow is the new thumbnail, should we keep it for all ? \nAs always, if you understand, make sure you drop ""understood"" in the comment section, if you have doubt, drop that in, will revert :)\n.\nIf you appreciate the channel\'s work, you can join the family: https://www.youtube.com/channel/UCJskGeByzRRSvmOyZOz61ig/join', 'Not able to understand the code', 'best solution for this problem...........', ""You don't know how much you're helping us..... God bless you brother...."", 'thanks you pro', 'Amazing', 'Thankyouuu', 'Can anyone help me with this \nnew int[0][]', 'Understood.', 'Super']"
482,w_KEocd__20,"[""Please watch the new video which covers it in more depth, and also prints it: https://www.youtube.com/watch?v=AHZpyENo7k4\n.\nPeople thinking this does not works for negative numbers, have a closer look what maxi is initially initialised to. \n.\nIf you appreciate the channel's work, you can join the family: https://www.youtube.com/channel/UCJskGeByzRRSvmOyZOz61ig/join"", 'Thank you', 'what if they want indices in which maximum sum is occurring?', 'Just addicted to your videos  It\'s Raining outside and here raj said ""i hope you doing extremely well"" 😊😊', ""What if all the elements in the array is negative, in that way kadane's algo can't give you the answer? Or, I am missing something"", 'Understood', 'great job', 'nice', 'understood', 'Striver is no doubt the best']"
483,hVl2b3bLzBw,"['but in gap algorithm we also check for the back algorithm where the are following the order or not', 'Thanks', 'Using Gap Method\n\nvoid merge(long long arr1[], long long arr2[], int n, int m) \n        {   \n            int gap = ceil(float((n+m))/2);\n            int cnt = 0;\n            \n            while(gap>=1 && cnt<=1){\n                int i = 0, j = gap;\n                \n                //Both the iterators are in the first array\n                if(gap<n){\n                    while(i<n && j<n){\n                        if(arr1[i]>arr1[j]) swap(arr1[i],arr1[j]);\n                        i++;\n                        j++;\n                    }\n                    \n                    j = 0;\n                    while(i<n && j<m){\n                        if(arr1[i]>arr2[j]) swap(arr1[i],arr2[j]);\n                        i++;\n                        j++;\n                    }\n                }\n                //First iterator in 1st array while second in second\n                else{\n                    j = j-n;\n                    while(i<n && j<m){\n                        if(arr1[i]>arr2[j]) swap(arr1[i],arr2[j]);\n                        i++;\n                        j++;\n                    }\n                }\n                \n                //WHen both iterators are in 2nd array..\n                i = 0;\n                while(i<m && j<m){\n                    if(arr2[i]>arr2[j]) swap(arr2[i],arr2[j]);\n                    i++;\n                    j++;\n                }\n                \n                gap = ceil(float(gap)/2);\n                if(gap==1) cnt++;\n            }\n        }', 'cool', 'Thankyou Sir Great Explanation ✨🙏🙇\u200d♂❤', 'thanks dude ! just tell me a thing ... you said you went thriugh a lot of books but could not find the intuition ...  could u just tell the names of those books .. i couldnot even find this algorithn in the book"" introduction to algorithm ""', 'class Solution {\r\n\r\npublic:\r\n    void rotate(vector<int>& nums1, int k){\r\n        int n = nums1.size();\r\n        reverse(nums1, 0, n-1);\r\n        reverse(nums1, 0, k-1);\r\n        reverse(nums1, k, n-1);\r\n    }\r\n\r\npublic:\r\n    void reverse(vector<int>& nums1, int start, int end){\r\n        while(start<end){\r\n            swap(nums1[start], nums1[end]);\r\n            start++;\r\n            end--;\r\n        }\r\n    }\r\n\r\npublic:\r\n    void merge(vector<int>& nums1, int m, vector<int>& nums2, int n) {\r\n\r\n        if(m==0){\r\n            nums1 = nums2;\r\n            return;\r\n        }\r\n        else if(n==0){\r\n            return;\r\n        }\r\n\r\n        rotate(nums1, n);\r\n\r\n        int i = n;\r\n        int j = 0;\r\n        int k = 0;\r\n        while(i<m+n && j<n){\r\n            if(nums1[i] >= nums2[j])\r\n                nums1[k++] = nums2[j++];\r\n            else\r\n                nums1[k++] = nums1[i++];\r\n        }\r\n\r\n        while(i< m+n && k<m+n)\r\n            nums1[k++] = nums1[i++];\r\n\r\n        while(j<n && k<m+n)\r\n            nums1[k++] = nums2[j++];\r\n\r\n    }\r\n};\n\nTime Complexity - O(m+n)\nSpace Complexity - O(1)', 'understood', 'This is the best solution I found: \r\nmerge(long long arr[], long long brr[], int n, int m) { \r\n    int i = n-1, j = 0; \r\n    while ( i >= 0 && j<m && arr[i] > brr[j]){\r\n        swap ( arr[i--], brr[j++]);\r\n    }\r\n    sort(arr, arr+n);\r\n    sort(brr, brr+m);\r\n}', 'yesyes totally agree, dont share tha code just share the knowledge, we will do remaining work']"
484,5nMGY4VUoRY,"[""Xor approach may not have much complexity on the system but made my mind's memory crash"", 'kya bol rha h bsdk', 'XoR solution is dope as 🤩🤩🤩...', 'Sir when I am running my code in VS Code it works perfectly fine but when it is not passes all the cases in the interview bit\n\n#include <iostream>\r\n#include <vector>\r\n#include <algorithm>\r\nusing namespace std;\r\nclass Solution\r\n{\r\npublic:\r\n    vector<int> repeatedNumber(const vector<int> &A);\r\n};\r\nbool compare(int a, int b)\r\n{\r\n    return a < b;\r\n}\r\n\r\nvector<int> Solution::repeatedNumber(const vector<int> &A)\r\n{\r\n    vector<int> vr(2); // creating a vector of size 2\r\n    vector<int> vrc(A.size());\r\n    for (int f = 0; f < A.size(); f++)\r\n    {\r\n        vrc[f] = A[f];\r\n    }\r\n    sort(vrc.begin(), vrc.end(), compare); // sorting the vector\r\n    for (int i = 0; i < A.size() - 1; i++)\r\n    {\r\n        if (vrc[i] == vrc[i + 1])\r\n        {\r\n            vr[0] = vrc[i];\r\n        }\r\n    }\r\n    for (int i = 0; i < A.size(); i++)\r\n    {\r\n        if (vrc[i] != i + 1)\r\n        {\r\n            vr[1] = i + 1;\r\n            break;\r\n        }\r\n    }\r\n    return vr;\r\n}\r\n\r\nint main()\r\n{\r\n    const vector<int> v1{4, 1, 2, 5, 3, 6, 7, 8, 9, 10, 11, 12, 12};\r\n    Solution s;\r\n    vector<int> vr2 = s.repeatedNumber(v1);\r\n    for (int x : vr2)\r\n    {\r\n        cout << x << "" "";\r\n    }\r\n}\r\nCan anyone please explain it to me?', 'Great Video 🔥', ""I did not understand, how did you write X-Y=S ? \nX-Y = Sum of n integers - sum of array isn't it"", 'thanks bro', 'can anyone tell me how it comes 3 after xoring all the elements?\n4^3^6^2^1^1=3?', '7:35 - 11:50', 'Understood. Thank you striver.']"
485,oaVa-9wmpns,"['Please watch our new video on the same topic: https://www.youtube.com/watch?v=tp8JIuCXBaU', ""Superb sir ,I watched many videos about this concept  but I don't understand the concept ur explanation is very useful to me✨✨"", 'Excellent explanation. Simple  explanation', 'Java solution\n\nhttps://youtu.be/zbiiSA9PAQs?si=BlCmE97W_9QGnAoi', 'thank you sir', 'why we are not incresing the mid pointer in case we find 2', 'Loved it ❤ ... I wish my engineering professor was like you. I would have slept by this time 😊', 'Thank you so much for it !!! \n\nLoved the explanation .. ❤', '❤', 'very good explanation']"
486,32Ll35mhWg0,"['Please watch our new video on the same topic: https://www.youtube.com/watch?v=KGJcoJBlaJY', 'Understood!', 'Understood!', 'thank you, it was helpful', 'int findDuplicate(vector<int>& arr) {\r\n        int l = 0;\r\n        int n = arr.size();\r\n        while(l < n){\r\n            int index = arr[l] - 1;\r\n            if(arr[l] != arr[index]){\r\n                swap(arr[l] , arr[index]);\r\n            }else{\r\n                l++;\r\n            }\r\n        }\r\n\r\n        for(int i=0; i < n ; i++){\r\n            if(arr[i] != i + 1){\r\n                return arr[i];\r\n            }\r\n        }\r\n\r\n        return -1;\r\n    }', 'before this i watched neetcode video . he made last approach very complex but you explained very easily . thanks .', 'We can put -1 on visited index. This method will be must faster', 'How do we create a cycle in the first place from the given array? Anyone could help me there? thanks in advance.', 'what if 1 is placed on second index that is 1 ,   so the cycle will never be creater', 'Thanks for the new method. Learnt a new thing today.']"
487,Okp8V2K0g_w,"['We got a rank of 365 in amritapuri regionals is it good?', ""Watched this video 2 years ago when I didn't even know which programming language to start with. Today I'm revisiting it again after getting qualified for ICPC regionals this year."", 'will we have to bring coach everywhere although he is unavailable?', ""What if we don't have good coder in college?"", '❤️', 'Gwalior + pune region what place Gwalior ? And pune?', 'Bhai agar kisika college itna jhand hai kee waha sirf chutiye bhare ho aur ek player pakka ho to kya karna??\nVo team kee wajah se mera bhi nahi ho payega kya phir? Bhalehi mai kitna bhi achha hun', 'more like a poem', 'https://www.interviewbit.com/contest/codeagon-2020?rcy=1&rce=7d7c675ffa50', 'Thank you for making this video ❤️']"
488,rwXVCELcrqU,"['Hi Striver ,\nThere is an error in line no : 30 at 3:08 timestamp of video which should be seg[segInd] += val;', 'in the querysum upadte, the val parameter passed in the function, was of no use', 'Understood', 'Abe yaar ye kese bolta hai, chu', 'Loved your Accent bhai', 'After working whole day your video give me a hope for a future where I will be happy. Thanks a lot', 'The video started flashing green colour around 10:55 and it made me unwell.', 'bhai accent mei mt bol', 'cringe english', 'Amazing Explanation striver sir! Thank you so much!']"
489,VONr7CG7Xms,"['In rare cases you might end up with a digital offer if you solve 1 if you have a lucky panel..', 'aap agar hindi mei videos banaoge to puure india mei chaa jaaoge......', ""it's a online or offline contest."", 'What a fake accent it is🤣', 'I qualified codevita prequalifier round ,do i have to fill any application form on tcs nextStepPortal  for getting an interview call after qualifying tcs codevita prequalified round,please help!!!!', 'Sir Yha to ek quetion bhi nhi ho rh he kya kare ab tcs bhi infytq ban rha he 😭😭😢😢😢😢', 'Love u bro..', 'Bro i does not have laptop it is mandatory', 'Song🔥🔥😂 \nFlex🔥🔥', 'Is 60% marks is necessary in 12th for tcs codevita?']"
490,R0PnosalEMc,"['Make same video for these year i.e for 2022', 'What is the company you mentioned at 4:11? (Inaudible voice)', 'Bhai please show yours resume', 'Whenever, I am searching anything about off campus... I am finding everything about IT or coding based... Sir, please make videos about off campus application of Mechanical Engineering', 'Sir, Can you make some videos about how to apply at core companies in off campus???', 'When it comes no degree motivation on peak', 'Bhaiya aap to placement krwa ke manoge', 'I guess it could be more helpful if you make pdf of it🤠', 'Tier 3 college is not allowing 6 months internship. What to do?', 'Hello bhaiya starting mai jho aapki video mai tuning laggi hai uska name batao jissme aapki codechef and codeforce ki profile aati hai']"
491,-dUiRtJ8ot0,"['Thank youu !!', 'Understood', ""Thank you. I'm not very familiar with C++ but still your explanation made it crystal clear"", 'What a great coder, i hope he gets into a good mnc such as google, keep it up 👍', 'Java code:      \n\n\r\nclass SegmentTree {\r\n    static int arr[];\r\n    static int seg[];\r\n\r\n    static void build(int ind, int low, int high) {\r\n        if (low == high) {\r\n            seg[ind] = arr[low];\r\n            return;\r\n        }\r\n        int mid = low + ((high - low) / 2);\r\n        build(2 * ind + 1, low, mid);\r\n        build(2 * ind + 2, mid + 1, high);\r\n\r\n        seg[ind] = Math.max(seg[2 * ind + 1], seg[2 * ind + 2]);\r\n    }\r\n\r\n    static int findMax(int idx, int low, int high, int l, int r) {\r\n        if (low >= l && high <= r) {\r\n            return seg[idx];\r\n        }\r\n\r\n        if (high < l || low > r)\r\n            return Integer.MIN_VALUE;\r\n\r\n        int mid = low + ((high - low) / 2);\r\n        int left = findMax(2 * idx + 1, low, mid, l, r);\r\n        int right = findMax(2 * idx + 2, mid + 1, high, l, r);\r\n        return Math.max(left, right);\r\n    }\r\n\r\n    public static void main(String[] args) {\r\n        arr = new int[] { 8, 2, 5, 1, 4, 5, 3, 9, 6, 10 };\r\n        int n = arr.length;\r\n        seg = new int[n * 4];\r\n        build(0, 0, n - 1);\r\n        // System.out.println(Arrays.toString(seg));\r\n\r\n        int q1 = findMax(0, 0, n - 1, 1, 4);\r\n        int q2 = findMax(0, 0, n - 1, 3, 8);\r\n        int q3 = findMax(0, 0, n - 1, 4, n - 1);\r\n\r\n        System.out.println(q1 + "" "" + q2 + "" "" + q3);\r\n    }\r\n}', '❤❤❤', 'how is segment tree different or useful from sparse table? \nI want to edit any value in logn time.', 'where do I get this code?', 'bahi maja agya , kya explain kiya hai', 'Thankyou..']"
492,5wEPVlmZ-n8,"['So conclusion is python s*cks in terms of cp', 'Do I just copy my code under main() function?', 'Thank you Raj for supporting the minority and giving some valuable python information', 'thanks now I can solve graphs', 'thank you brother', 'It\'s Python not ""Pyth-un""', ""Ready to boost your career with the most versatile programming language, Python?\r\nUsing Python, You can scrape web development, Automate things around you and make them more simple, Adapt Machine learning, etc. by using a python programming language. Python is more capable than we can even explain.\r\nThis Python Training program covers the basics of Python and how to adapt it to real-world applications. The modules, classroom projects, and curriculum assignments cover Python data operations, strings, conditional statements, error handling, web scrapings, shell scripting, and Python's Django widely used web frame.\r\nPeopleclick offers python certification training with \r\n•\t1 on 1 interaction, \r\n•\tQuality course materials, \r\n•\t24*7 reliable support, \r\n•\tMultiple live projects. \r\nThe trainers here are certified working professionals with years of experience in the industry. Also, we have tied up with 100+ client companies for placement programs. More Than 7000 students are already placed in Top MNCs.\r\nSo don’t think twice; grab the opportunity and book your free demo class now. Create A Solid Career With Us.\r\nFor More Details: +91 76193 43002\r\nVisit:\thttps://www.peopleclick.in/python-training-bangalore.html?utm_source=SEO&utm_medium=banner&utm_campaign=Python"", ""Just use JavaScript - it's clean and way faster than Python"", 'https://codeforces.com/contest/1144/submission/81643361\nSubmission link for the final code!', 'Please help me with EOF while reading a line error']"
493,p1iJW27KZJM,"['I don’t reply on linkedin or telegram because I operate them both on laptop. I am active more on Instagram, since it is handy and has a great UI. So I usually reply to sensible doubt there. If you have anything to ask on a personal note, feel free to drop me a text at https://www.instagram.com/striver_79/', 'should I tell the interviewer that my project is a guided project?', 'Bhaiya how can I speak English like you??', 'proud of you bhamiya 💖💖💖', '❤❤❤❤❤❤❤', 'Bhai aap kis college se ho or the ,,,', 'Raj brother please suggest when To take course of DSA On gfg What is the best time ?', 'Bro....can i get your sample resume', 'Bro...can i get your sample resume ???', 'Thank you for the video']"
494,xkB9JZZ9Ixc,"['Will take care of my mic volume from the next time. It was okay in my laptop, it went high in youtube after getting uploaded. \n\nPlease lower the volume of the video for better hearing.', 'Oye papaji🎉🎉', 'Can someone please tell me whether codenation hire only freshers or experienced people also?\r\nI really want to get into this company but I dont have that level yet.', 'Striver after every 10 seconds: ""Can you give us some insight on this?"" haha', 'https://youtu.be/KJWAQVmuFW0\n\nIterative dp😎', 'bhai aap head ko kam hilaya karo....', 'Bhaiya pls continue your atcoder dp contest playlist', ""Hello Bhaiya, I'm an SYBCA student but am determined to work at a big product based company. Will DSA and CP along with a few projects be enough?? Please guide."", 'Great job done', 'We want more of such content!!\nThis was awesome!!']"
495,WNtzUR_MwUQ,"['Questions Link in the description! \nCheckout 14:17 so that we have a Q&A session soon! 💪\n\nNote: if you do these questions, 80% it will be the same question, or you will have enough concepts to answer unknown questions. Please don’t mug-up 🙏🏻', 'It this still worth to do??', 'Can you please suggest ..i am very bad at maths and i really want to  learn coding. i often feel difficult while coding i am not logical thinker how to improve that ..and in maths what i need to be perfect in maths any suggestions please it means alot ..🙏', '22/10/2023 startttt', 'Thank you sir so much for free DSA course learning,you are great among others please help and continue your efforts .❤', 'is it still relevant?', '3:50 *PROBABLY* was necessary otherwise ...', 'Understood', ""I am bit late but anyway for working professional it's really hard to give 8 hours/4 hours given the travelling time to office. \nSo wanted to ask u what would  you suggest for working professionals like me? How many hours would be enough per day to complete this sheet?? \nWill be waiting for your reply 😊"", 'where is the link of the sheet ??\non the website its not there as a pdf']"
496,zZOQVLll9u4,"['2023 Target', '07:00 Number Theory', '7.00 Number theory', '❤️', ""Thank you sir. I can't express great fullness to you in words.❣️❣️"", ""Thank you sir. I can't express great fullness to you in words.❣️❣️"", 'thanks for sharing!!!', 'Only bad thing about this video is bad mic.', 'Bookmarking this comment for further updates. I amstarting this roadmap and my aim is 5 stars by the end of December, 2022.', 'Thank you !']"
497,JnGwOVE16-g,"[""Video is bit lengthy, but I have tried to explain in depth so that you understand the thought process behind every part! Don't forget to LIKE the video, and if you are new, kill that Subscribe button!!"", 'Nice video....', ""those who were able to solve this quesionon their own ..did u guys had solved similar question in the past...? I don't see how i will come up with this approach."", 'Which software do you use to teach ?', 'bro,how do we figure out if we can use prefix sum while solving a problem.', 'i did this by 2 pointers', 'I think you should explain in Hindi. 😁', 'What would be the best way to increase rating in Codeforces?', ""i'm fall in love with you explanation s <3 thanks for good editorials"", 'Nhi samja re']"
498,7MTpY-kbX74,"['#include<bits/stdc++.h>\n\nusing namespace std;\r\n\r\nconst int N = 10e5 +10;\r\nint arr[N][4];\r\nint dp[N][4];\r\n\r\nvoid FastIO()\r\n{\r\n    ios_base :: sync_with_stdio(false);\r\n    cin.tie(NULL);\r\n    #ifndef ONLINE_JUDGE\r\n \r\n    // For getting input from input.txt file\r\n    freopen(""input.txt"", ""r"", stdin);\r\n \r\n    // Printing the Output to output.txt file\r\n    freopen(""output.txt"", ""w"", stdout);\r\n \r\n    #endif\r\n}\r\n\r\nint Vacation(int col, int row = 4)\r\n{\r\n    if(col < 0) return 0;\r\n    if(row < 0) return 0;\r\n    if(dp[col][row] != -1) return dp[col][row];\r\n    int maxx = INT_MIN;\r\n    for(int i=0; i<3; i++)\r\n    {\r\n        if(i == row) continue;\r\n        maxx = max(maxx, (Vacation(col-1,i) + arr[col][i]));\r\n    }\r\n    return dp[col][row] = maxx;\r\n}\r\n\r\nint main()\r\n{\r\n    FastIO();\r\n    memset(dp, -1, sizeof(dp));\r\n    int n;\r\n    cin>>n;\r\n    for(int i=0; i<n;i++)\r\n    {\r\n        for(int j=0;j<3;j++)\r\n        {\r\n            cin>>arr[i][j];\r\n        }\r\n    }\r\n    cout<<Vacation(n-1)<<""\\n"";\r\n    return 0;\r\n}', 'Simple and perfect explanation👌\nYou could have completed the series... 🙏', 'fin', 'where are the next problems??\nplease do videos on atcoder dp problems', 'Please bhaiya continue the series. Till now only 3 problems uploaded 😔', ""I coded my solution after watching this but it's failing can someone help me out?"", 'Please complete the series bhaiyya', 'please upload next video..', 'Remaining videos?', 'VAI PLEASE MAKE VIDEOS ON THIS SERIES YOUR\n EXPLANATION IS SUPERB HATS OFF TO YOU BRO !!']"
